-70.00	 -17.60
-68.80	 -17.20
-68.40	 -17.20
-66.80	 -16.80
-65.60	 -16.40
-65.20	 -16.40
-64.00	 -16.00
-63.60	 -16.00
-62.40	 -15.60
-62.00	 -15.60
-60.80	 -15.20
-60.40	 -15.20
-58.80	 -14.80
-57.20	 -14.40
-56.00	 -14.00
-55.60	 -14.00
-54.40	 -13.60
-54.00	 -13.60
-52.80	 -13.20
-52.40	 -13.20
-51.20	 -12.80
-50.80	 -12.80
-49.60	 -12.40
-49.20	 -12.40
-48.80	 -12.40
-48.00	 -12.00
-47.60	 -12.00
-47.20	 -12.00
-46.00	 -11.60
-45.60	 -11.60
-44.80	 -11.20
-44.40	 -11.20
-44.00	 -11.20
-42.80	 -10.80
-42.40	 -10.80
-41.60	 -10.40
-41.20	 -10.40
-40.80	 -10.40
-40.00	 -10.00
-39.60	 -10.00
-39.20	 -10.00
-38.00	  -9.60
-37.60	  -9.60
-36.80	  -9.20
-36.40	  -9.20
-36.00	  -9.20
-35.20	  -8.80
-34.80	  -8.80
-34.40	  -8.80
-33.20	  -8.40
-32.80	  -8.40
-32.00	  -8.00
-31.60	  -8.00
-31.20	  -8.00
-30.00	  -7.60
-29.60	  -7.60
-28.80	  -7.20
-28.40	  -7.20
-28.00	  -7.20
-26.80	  -6.80
-26.40	  -6.80
-25.60	  -6.40
-25.20	  -6.40
-24.80	  -6.40
-24.00	  -6.00
-23.60	  -6.00
-23.20	  -6.00
-22.00	  -5.60
-21.60	  -5.60
-20.80	  -5.20
-20.40	  -5.20
-20.00	  -5.20
-18.80	  -4.80
-18.40	  -4.80
-17.60	  -4.40
-17.20	  -4.40
-16.80	  -4.40
-16.00	  -4.00
-15.60	  -4.00
-15.20	  -4.00
-14.00	  -3.60
-13.60	  -3.60
-12.80	  -3.20
-12.40	  -3.20
-12.00	  -3.20
-10.80	  -2.80
-10.40	  -2.80
 -9.60	  -2.40
 -9.20	  -2.40
 -8.80	  -2.40
 -8.00	  -2.00
 -7.60	  -2.00
 -7.20	  -2.00
 -6.00	  -1.60
 -5.60	  -1.60
 -4.80	  -1.20
 -4.40	  -1.20
 -4.00	  -1.20
 -2.80	  -0.80
 -2.40	  -0.80
 -1.60	  -0.40
 -1.20	  -0.40
 -0.80	  -0.40
