-70.00	 -17.00
-69.00	 -17.00
-68.00	 -17.00
-70.00	 -16.00
-69.00	 -16.00
-68.00	 -16.00
-67.00	 -16.00
-66.00	 -16.00
-65.00	 -16.00
-64.00	 -16.00
-70.00	 -15.00
-69.00	 -15.00
-68.00	 -15.00
-67.00	 -15.00
-66.00	 -15.00
-65.00	 -15.00
-64.00	 -15.00
-63.00	 -15.00
-62.00	 -15.00
-61.00	 -15.00
-60.00	 -15.00
-70.00	 -14.00
-69.00	 -14.00
-68.00	 -14.00
-67.00	 -14.00
-66.00	 -14.00
-65.00	 -14.00
-64.00	 -14.00
-63.00	 -14.00
-62.00	 -14.00
-61.00	 -14.00
-60.00	 -14.00
-59.00	 -14.00
-58.00	 -14.00
-57.00	 -14.00
-56.00	 -14.00
-70.00	 -13.00
-69.00	 -13.00
-68.00	 -13.00
-67.00	 -13.00
-66.00	 -13.00
-65.00	 -13.00
-64.00	 -13.00
-63.00	 -13.00
-62.00	 -13.00
-61.00	 -13.00
-60.00	 -13.00
-59.00	 -13.00
-58.00	 -13.00
-57.00	 -13.00
-56.00	 -13.00
-55.00	 -13.00
-54.00	 -13.00
-53.00	 -13.00
-52.00	 -13.00
-51.00	 -13.00
-70.00	 -12.00
-69.00	 -12.00
-68.00	 -12.00
-67.00	 -12.00
-66.00	 -12.00
-65.00	 -12.00
-64.00	 -12.00
-63.00	 -12.00
-62.00	 -12.00
-61.00	 -12.00
-60.00	 -12.00
-59.00	 -12.00
-58.00	 -12.00
-57.00	 -12.00
-56.00	 -12.00
-55.00	 -12.00
-54.00	 -12.00
-53.00	 -12.00
-52.00	 -12.00
-51.00	 -12.00
-50.00	 -12.00
-49.00	 -12.00
-48.00	 -12.00
-47.00	 -12.00
-70.00	 -11.00
-69.00	 -11.00
-68.00	 -11.00
-67.00	 -11.00
-66.00	 -11.00
-65.00	 -11.00
-64.00	 -11.00
-63.00	 -11.00
-62.00	 -11.00
-61.00	 -11.00
-60.00	 -11.00
-59.00	 -11.00
-58.00	 -11.00
-57.00	 -11.00
-56.00	 -11.00
-55.00	 -11.00
